iter	F1	Logloss
884	0.9562926643	0.1889153281
885	0.9560156513	0.1887408599
886	0.9560806594	0.1886361076
887	0.9557384913	0.1885504404
888	0.9558034978	0.1884245221
889	0.9563576739	0.1881617341
890	0.9562926643	0.1879710239
891	0.9566828545	0.187891668
892	0.9566828545	0.187739078
893	0.9564708933	0.1876121475
894	0.9564708933	0.187396911
895	0.9564058322	0.1873127822
896	0.9564708933	0.1871526295
897	0.9564058322	0.1870468074
898	0.9571549491	0.1868446907
899	0.9574316822	0.1865936347
900	0.9575618757	0.1864209167
901	0.9574804916	0.1862171644
902	0.9575456266	0.1860981891
903	0.9576107706	0.1859434722
904	0.9578223689	0.1857823247
905	0.9578875144	0.1856610742
906	0.9579526687	0.1855217679
907	0.9574641911	0.1853567286
908	0.957741085	0.1851106282
909	0.9578714349	0.1850656044
910	0.9574641911	0.1848829478
911	0.9574804916	0.1847580464
912	0.9578875144	0.1846989018
913	0.9582944318	0.1845100353
914	0.9585708849	0.1844739946
915	0.9585708849	0.184324553
916	0.9584899791	0.1841956889
917	0.9585708849	0.1840826261
918	0.9585708849	0.1839813866
919	0.9587664367	0.1838153335
920	0.9587012439	0.1837229569
921	0.959058182	0.1835492793
922	0.959253716	0.1833816851
923	0.9591079507	0.1832411375
924	0.9590427475	0.1830506139
925	0.9591079507	0.1829070597
926	0.9591731627	0.1827610449
927	0.9594493299	0.1825893611
928	0.9601969272	0.1823600499
929	0.9604726595	0.1822686983
930	0.9605379127	0.1821858437
931	0.9604726595	0.1820016102
932	0.9606684459	0.1817574964
933	0.9606684459	0.1816176622
934	0.9606031749	0.1815263347
935	0.9606031749	0.1814717425
936	0.9606031749	0.1813959819
937	0.960994934	0.1811986369
938	0.9612562843	0.1809475185
939	0.9612562843	0.180909496
940	0.961321644	0.1808280382
941	0.9615972484	0.1806710931
942	0.9617933853	0.1804165004
943	0.9617279974	0.1802393126
944	0.9615177767	0.1800467607
945	0.9614523903	0.1800127998
946	0.9615177767	0.179833044
947	0.9617139895	0.1796058185
948	0.9617794115	0.1794378881
949	0.9618448425	0.1794182959
950	0.9621204579	0.1792412064
951	0.9621204579	0.179042765
952	0.9621858991	0.1789326117
953	0.9621066553	0.178754399
954	0.9621721308	0.1785359532
955	0.9621066553	0.1784103145
956	0.9622376152	0.1782115376
957	0.9621721308	0.178075667
958	0.9621721308	0.1780288192
959	0.9621721308	0.1778373739
960	0.9621721308	0.1776931285
961	0.9621066553	0.177564759
962	0.9621721308	0.1774623671
963	0.9621721308	0.1773139325
964	0.9621066553	0.1771920196
965	0.9624477531	0.1771056725
966	0.9627887161	0.1769195302
967	0.9627887161	0.1768241858
968	0.9629197171	0.176702844
969	0.9629197171	0.1765590757
970	0.9627887161	0.1763675958
971	0.9628542121	0.1762498305
972	0.9629197171	0.1762085008
973	0.9629852309	0.1759674692
974	0.962775271	0.1758237355
975	0.9630507537	0.1757164497
976	0.9628408013	0.1755923223
977	0.962775271	0.1755358324
978	0.9629718888	0.1752500701
979	0.9629063406	0.1750576988
980	0.9627097496	0.174877194
981	0.9627097496	0.1748103383
982	0.962775271	0.1746145122
983	0.9628408013	0.1745739617
984	0.962775271	0.1745019396
985	0.962775271	0.174383829
986	0.9629718888	0.1742374004
987	0.9629718888	0.174138085
988	0.9629718888	0.1740429833
989	0.9629718888	0.1738851162
990	0.9633785012	0.1737054993
991	0.9633129339	0.1735660657
992	0.9633129339	0.1734418787
993	0.9633785012	0.1732072846
994	0.9633785012	0.1731036192
995	0.96364086	0.1729695467
996	0.963706472	0.1727987485
997	0.963706472	0.1725651302
998	0.9641914101	0.1724156871
999	0.9644664659	0.172224115
